resort,observation_date,region,reach,question,treatment,transect,dist,plot_id,species_code,browse,percent_cover,datasheet_page,notes,scientific_name,common_name,vegetation_type,beaver_preference,x,percent_cover_num,circle_name,observation_date.only
1013,2023-10-25T12:39:00Z,Charley Creek,BDAwest,BDA,no,F,75,CCWBCF075,OPHO,no,2,32,This plot is heavily influenced by the activty of DNR surveyers. This spot also likely has repeat visits of surveyors that might be influencing the local make up of the fauna.,Oplopanax horridus,devil's club,NA,NA,NA,2,F075,2023-10-25
1014,2023-10-25T12:39:00Z,Charley Creek,BDAwest,BDA,no,F,75,CCWBCF075,RHME,no,1,32,This plot is heavily influenced by the activty of DNR surveyers. This spot also likely has repeat visits of surveyors that might be influencing the local make up of the fauna.,Rhododendron menziesii,false azalea or azalea,NA,NA,NA,1,F075,2023-10-25
1015,2023-10-25T12:39:00Z,Charley Creek,BDAwest,BDA,no,F,75,CCWBCF075,STSP,no,7,32,This plot is heavily influenced by the activty of DNR surveyers. This spot also likely has repeat visits of surveyors that might be influencing the local make up of the fauna.,Struthiopteris spicant,deer fern,NA,NA,NA,7,F075,2023-10-25
1016,2023-10-25T12:39:00Z,Charley Creek,BDAwest,BDA,no,F,75,CCWBCF075,TITR,no,15,32,This plot is heavily influenced by the activty of DNR surveyers. This spot also likely has repeat visits of surveyors that might be influencing the local make up of the fauna.,Tiarella trifoliata,foam flower,NA,NA,NA,15,F075,2023-10-25
1017,2023-10-25T12:39:00Z,Charley Creek,BDAwest,BDA,no,F,75,CCWBCF075,VAPA,no,3,32,This plot is heavily influenced by the activty of DNR surveyers. This spot also likely has repeat visits of surveyors that might be influencing the local make up of the fauna.,Vaccinium parvifolium,red huckleberry,NA,NA,NA,3,F075,2023-10-25
1018,2023-10-25T12:39:00Z,Charley Creek,BDAwest,BDA,no,F,75,CCWBCF075,VIXXSP,no,1,32,This plot is heavily influenced by the activty of DNR surveyers. This spot also likely has repeat visits of surveyors that might be influencing the local make up of the fauna.,Viola sp.,violet species,NA,NA,NA,1,F075,2023-10-25
1019,2023-10-25T12:39:00Z,Charley Creek,BDAwest,BDA,no,F,75,CCWBCF075,DREX,no,2,32,This plot is heavily influenced by the activty of DNR surveyers. This spot also likely has repeat visits of surveyors that might be influencing the local make up of the fauna.,Dryopteris expansa,spreading wood fern,NA,NA,NA,2,F075,2023-10-25
1020,2023-10-25T12:39:00Z,Charley Creek,BDAwest,BDA,no,F,75,CCWBCF075,RUPE,no,trace,32,This plot is heavily influenced by the activty of DNR surveyers. This spot also likely has repeat visits of surveyors that might be influencing the local make up of the fauna.,Rubus pedatus,creeping raspberry,NA,NA,NA,0.5,F075,2023-10-25
1021,2023-10-25T12:39:00Z,Charley Creek,BDAwest,BDA,no,F,75,CCWBCF075,GASH,no,trace,32,This plot is heavily influenced by the activty of DNR surveyers. This spot also likely has repeat visits of surveyors that might be influencing the local make up of the fauna.,Gaultheria shallon,salal,NA,NA,NA,0.5,F075,2023-10-25
1022,2023-10-25T12:39:00Z,Charley Creek,BDAwest,BDA,no,F,75,CCWBCF075,PTAQ,no,1,32,This plot is heavily influenced by the activty of DNR surveyers. This spot also likely has repeat visits of surveyors that might be influencing the local make up of the fauna.,Pteridium aquilinum,bracken fern,NA,NA,NA,1,F075,2023-10-25
1023,2023-10-25T11:30:00Z,Charley Creek,BDAwest,BDA,no,H,20,CCWBCH020,ABAM,no,15,33,trunk outside of plot,Abies amabilis,Pacific silver fir,tree,NA,NA,15,H020,2023-10-25
1024,2023-10-25T11:30:00Z,Charley Creek,BDAwest,BDA,no,H,20,CCWBCH020,THPL,no,2,33,trunk outside of plot,Thuja plicata,western redcedar,tree,NA,NA,2,H020,2023-10-25
1025,2023-10-25T11:29:59Z,Charley Creek,BDAwest,BDA,no,H,20,CCWBCH020,TSHE,no,30,33,NA,Tsuga heterophylla,western hemlock,tree,NA,NA,30,H020,2023-10-25
1026,2023-10-25T11:29:59Z,Charley Creek,BDAwest,BDA,no,H,20,CCWBCH020,ATFE,no,4,33,NA,Athyrium filix-femina,lady fern,NA,NA,NA,4,H020,2023-10-25
1027,2023-10-25T11:29:59Z,Charley Creek,BDAwest,BDA,no,H,20,CCWBCH020,CIAL,no,1,33,NA,Circaea alpina,alpine enchanter's nightshade,NA,NA,NA,1,H020,2023-10-25
1028,2023-10-25T11:29:59Z,Charley Creek,BDAwest,BDA,no,H,20,CCWBCH020,COSC,no,2,33,NA,Corydalis scouleri,corydalis,NA,NA,NA,2,H020,2023-10-25
1029,2023-10-25T11:29:59Z,Charley Creek,BDAwest,BDA,no,H,20,CCWBCH020,HYTE,no,1,33,NA,Hydrophyllum tenuipes,Pacific waterleaf,NA,NA,NA,1,H020,2023-10-25
1030,2023-10-25T11:29:59Z,Charley Creek,BDAwest,BDA,no,H,20,CCWBCH020,MADI,no,1,33,NA,Maianthemum dilatatum,false lily of the valley,NA,NA,NA,1,H020,2023-10-25
1031,2023-10-25T11:29:59Z,Charley Creek,BDAwest,BDA,no,H,20,CCWBCH020,MAST,no,1,33,NA,Maianthemum stellatum,star-flowered Solomon's seal,NA,NA,NA,1,H020,2023-10-25
1032,2023-10-25T11:29:59Z,Charley Creek,BDAwest,BDA,no,H,20,CCWBCH020,OPHO,no,30,33,NA,Oplopanax horridus,devil's club,NA,NA,NA,30,H020,2023-10-25
1033,2023-10-25T11:29:59Z,Charley Creek,BDAwest,BDA,no,H,20,CCWBCH020,POMU,no,5,33,NA,Polystichum munitum,sword fern,NA,NA,NA,5,H020,2023-10-25
1034,2023-10-25T11:29:59Z,Charley Creek,BDAwest,BDA,no,H,20,CCWBCH020,RHME,no,2,33,NA,Rhododendron menziesii,false azalea or azalea,NA,NA,NA,2,H020,2023-10-25
1035,2023-10-25T11:29:59Z,Charley Creek,BDAwest,BDA,no,H,20,CCWBCH020,RUSP,no,5,33,NA,Rubus spectabilis,salmonberry,NA,preferred,NA,5,H020,2023-10-25
1036,2023-10-25T11:29:59Z,Charley Creek,BDAwest,BDA,no,H,20,CCWBCH020,STSP,no,1,33,NA,Struthiopteris spicant,deer fern,NA,NA,NA,1,H020,2023-10-25
1037,2023-10-25T11:29:59Z,Charley Creek,BDAwest,BDA,no,H,20,CCWBCH020,TITR,no,15,33,NA,Tiarella trifoliata,foam flower,NA,NA,NA,15,H020,2023-10-25
1038,2023-10-25T11:29:59Z,Charley Creek,BDAwest,BDA,no,H,20,CCWBCH020,VAPA,no,10,33,NA,Vaccinium parvifolium,red huckleberry,NA,NA,NA,10,H020,2023-10-25
1039,2023-10-25T11:29:59Z,Charley Creek,BDAwest,BDA,no,H,20,CCWBCH020,VIXXSP,no,1,33,NA,Viola sp.,violet species,NA,NA,NA,1,H020,2023-10-25
1040,2023-10-25T11:29:59Z,Charley Creek,BDAwest,BDA,no,H,20,CCWBCH020,ACCI,no,15,33,NA,Acer circinatum,vine maple,NA,NA,NA,15,H020,2023-10-25
1041,2023-10-25T11:29:59Z,Charley Creek,BDAwest,BDA,no,H,20,CCWBCH020,TOME,no,50,33,NA,Tolmiea menziesii,piggyback plant,NA,NA,NA,50,H020,2023-10-25
1042,2023-10-25T11:29:59Z,Charley Creek,BDAwest,BDA,no,H,20,CCWBCH020,RIBR,no,10,33,NA,Ribes bracteosum,stink currant,NA,NA,NA,10,H020,2023-10-25
1043,2023-10-25T11:29:59Z,Charley Creek,BDAwest,BDA,no,H,20,CCWBCH020,CLUN,no,1,33,NA,Clintonia uniflora,queens cups,NA,NA,NA,1,H020,2023-10-25
1044,2023-10-25T11:29:59Z,Charley Creek,BDAwest,BDA,no,H,20,CCWBCH020,COUN,no,1,33,NA,Cornus unalaschkensis,bunchberry,NA,NA,NA,1,H020,2023-10-25
1045,2023-10-25T11:29:59Z,Charley Creek,BDAwest,BDA,no,H,20,CCWBCH020,ADAL,no,1,33,NA,Adiantum aleuticum,maiden hair fern,NA,NA,NA,1,H020,2023-10-25
1046,2023-10-25T11:29:59Z,Charley Creek,BDAwest,BDA,no,H,20,CCWBCH020,CAXXSP,no,trace,33,Carex leptopoda,Carex sp.,sedge species,NA,NA,NA,0.5,H020,2023-10-25
1047,2023-10-25T11:29:59Z,Charley Creek,BDAwest,BDA,no,H,20,CCWBCH020,POGL,no,1,33,NA,Polypodium glycyrrhiza,licorice fern,NA,NA,NA,1,H020,2023-10-25
1048,2023-10-25T11:29:59Z,Charley Creek,BDAwest,BDA,no,H,20,CCWBCH020,DREX,no,1,33,NA,Dryopteris expansa,spreading wood fern,NA,NA,NA,1,H020,2023-10-25
1049,2023-10-25T11:45:00Z,Charley Creek,BDAwest,BDA,no,H,75,CCWBCH075,PSME,no,20,33,NA,Pseudotsuga menziesii,Douglas fir,tree,NA,NA,20,H075,2023-10-25
1050,2023-10-25T11:45:00Z,Charley Creek,BDAwest,BDA,no,H,75,CCWBCH075,THPL,no,5,33,trunk outside of plot,Thuja plicata,western redcedar,tree,NA,NA,5,H075,2023-10-25
1051,2023-10-25T11:45:00Z,Charley Creek,BDAwest,BDA,no,H,75,CCWBCH075,TSHE,no,25,33,NA,Tsuga heterophylla,western hemlock,tree,NA,NA,25,H075,2023-10-25
1052,2023-10-25T11:45:00Z,Charley Creek,BDAwest,BDA,no,H,75,CCWBCH075,ATFE,no,25,33,NA,Athyrium filix-femina,lady fern,NA,NA,NA,25,H075,2023-10-25
1053,2023-10-25T11:45:00Z,Charley Creek,BDAwest,BDA,no,H,75,CCWBCH075,CIAL,no,5,33,NA,Circaea alpina,alpine enchanter's nightshade,NA,NA,NA,5,H075,2023-10-25
1054,2023-10-25T11:45:00Z,Charley Creek,BDAwest,BDA,no,H,75,CCWBCH075,COSC,no,1,33,NA,Corydalis scouleri,corydalis,NA,NA,NA,1,H075,2023-10-25
1055,2023-10-25T11:45:00Z,Charley Creek,BDAwest,BDA,no,H,75,CCWBCH075,GATR,no,1,33,NA,Galium triflorum,galium,NA,NA,NA,1,H075,2023-10-25
1056,2023-10-25T11:45:00Z,Charley Creek,BDAwest,BDA,no,H,75,CCWBCH075,HYTE,no,2,33,NA,Hydrophyllum tenuipes,Pacific waterleaf,NA,NA,NA,2,H075,2023-10-25
1057,2023-10-25T11:45:00Z,Charley Creek,BDAwest,BDA,no,H,75,CCWBCH075,MADI,no,3,33,NA,Maianthemum dilatatum,false lily of the valley,NA,NA,NA,3,H075,2023-10-25
1058,2023-10-25T11:45:00Z,Charley Creek,BDAwest,BDA,no,H,75,CCWBCH075,MAST,no,3,33,NA,Maianthemum stellatum,star-flowered Solomon's seal,NA,NA,NA,3,H075,2023-10-25
1059,2023-10-25T11:45:00Z,Charley Creek,BDAwest,BDA,no,H,75,CCWBCH075,OPHO,no,15,33,NA,Oplopanax horridus,devil's club,NA,NA,NA,15,H075,2023-10-25
1060,2023-10-25T11:45:00Z,Charley Creek,BDAwest,BDA,no,H,75,CCWBCH075,POMU,no,5,33,NA,Polystichum munitum,sword fern,NA,NA,NA,5,H075,2023-10-25
1061,2023-10-25T11:45:00Z,Charley Creek,BDAwest,BDA,no,H,75,CCWBCH075,RHME,no,1,33,NA,Rhododendron menziesii,false azalea or azalea,NA,NA,NA,1,H075,2023-10-25
1062,2023-10-25T11:45:00Z,Charley Creek,BDAwest,BDA,no,H,75,CCWBCH075,RUSP,no,2,33,NA,Rubus spectabilis,salmonberry,NA,preferred,NA,2,H075,2023-10-25
1063,2023-10-25T11:45:00Z,Charley Creek,BDAwest,BDA,no,H,75,CCWBCH075,STSP,no,2,33,NA,Struthiopteris spicant,deer fern,NA,NA,NA,2,H075,2023-10-25
1064,2023-10-25T11:45:00Z,Charley Creek,BDAwest,BDA,no,H,75,CCWBCH075,TITR,no,5,33,NA,Tiarella trifoliata,foam flower,NA,NA,NA,5,H075,2023-10-25
1065,2023-10-25T11:45:00Z,Charley Creek,BDAwest,BDA,no,H,75,CCWBCH075,VAPA,no,10,33,NA,Vaccinium parvifolium,red huckleberry,NA,NA,NA,10,H075,2023-10-25
1066,2023-10-25T11:45:00Z,Charley Creek,BDAwest,BDA,no,H,75,CCWBCH075,VIXXSP,no,2,33,NA,Viola sp.,violet species,NA,NA,NA,2,H075,2023-10-25
1067,2023-10-25T11:45:00Z,Charley Creek,BDAwest,BDA,no,H,75,CCWBCH075,ACCI,no,10,33,NA,Acer circinatum,vine maple,NA,NA,NA,10,H075,2023-10-25
1068,2023-10-25T11:45:00Z,Charley Creek,BDAwest,BDA,no,H,75,CCWBCH075,TOME,no,trace,33,NA,Tolmiea menziesii,piggyback plant,NA,NA,NA,0.5,H075,2023-10-25
1069,2023-10-25T11:45:00Z,Charley Creek,BDAwest,BDA,no,H,75,CCWBCH075,CLUN,no,1,33,NA,Clintonia uniflora,queens cups,NA,NA,NA,1,H075,2023-10-25
1070,2023-10-25T11:45:00Z,Charley Creek,BDAwest,BDA,no,H,75,CCWBCH075,DREX,no,2,33,NA,Dryopteris expansa,spreading wood fern,NA,NA,NA,2,H075,2023-10-25
1071,2023-10-25T11:45:00Z,Charley Creek,BDAwest,BDA,no,H,130,CCWBCH130,TSHE,no,10,34,NA,Tsuga heterophylla,western hemlock,tree,NA,NA,10,H130,2023-10-25
1072,2023-10-25T11:45:00Z,Charley Creek,BDAwest,BDA,no,H,130,CCWBCH130,ATFE,no,3,34,NA,Athyrium filix-femina,lady fern,NA,NA,NA,3,H130,2023-10-25
1073,2023-10-25T11:45:00Z,Charley Creek,BDAwest,BDA,no,H,130,CCWBCH130,CIAL,no,6,34,NA,Circaea alpina,alpine enchanter's nightshade,NA,NA,NA,6,H130,2023-10-25
1074,2023-10-25T11:45:00Z,Charley Creek,BDAwest,BDA,no,H,130,CCWBCH130,COSC,no,2,34,NA,Corydalis scouleri,corydalis,NA,NA,NA,2,H130,2023-10-25
1075,2023-10-25T11:45:00Z,Charley Creek,BDAwest,BDA,no,H,130,CCWBCH130,HYTE,no,3,34,NA,Hydrophyllum tenuipes,Pacific waterleaf,NA,NA,NA,3,H130,2023-10-25
1076,2023-10-25T11:45:00Z,Charley Creek,BDAwest,BDA,no,H,130,CCWBCH130,MADI,no,1,34,NA,Maianthemum dilatatum,false lily of the valley,NA,NA,NA,1,H130,2023-10-25
1077,2023-10-25T11:45:00Z,Charley Creek,BDAwest,BDA,no,H,130,CCWBCH130,MAST,no,1,34,NA,Maianthemum stellatum,star-flowered Solomon's seal,NA,NA,NA,1,H130,2023-10-25
1078,2023-10-25T11:45:00Z,Charley Creek,BDAwest,BDA,no,H,130,CCWBCH130,OPHO,no,35,34,NA,Oplopanax horridus,devil's club,NA,NA,NA,35,H130,2023-10-25
1079,2023-10-25T11:45:00Z,Charley Creek,BDAwest,BDA,no,H,130,CCWBCH130,POMU,no,3,34,NA,Polystichum munitum,sword fern,NA,NA,NA,3,H130,2023-10-25
1080,2023-10-25T11:45:00Z,Charley Creek,BDAwest,BDA,no,H,130,CCWBCH130,RHME,no,1,34,NA,Rhododendron menziesii,false azalea or azalea,NA,NA,NA,1,H130,2023-10-25
1081,2023-10-25T11:45:00Z,Charley Creek,BDAwest,BDA,no,H,130,CCWBCH130,RUSP,no,3,34,NA,Rubus spectabilis,salmonberry,NA,preferred,NA,3,H130,2023-10-25
1082,2023-10-25T11:45:00Z,Charley Creek,BDAwest,BDA,no,H,130,CCWBCH130,STSP,no,1,34,NA,Struthiopteris spicant,deer fern,NA,NA,NA,1,H130,2023-10-25
1083,2023-10-25T11:45:00Z,Charley Creek,BDAwest,BDA,no,H,130,CCWBCH130,TITR,no,1,34,NA,Tiarella trifoliata,foam flower,NA,NA,NA,1,H130,2023-10-25
1084,2023-10-25T11:45:00Z,Charley Creek,BDAwest,BDA,no,H,130,CCWBCH130,SARA,no,1,34,NA,Sambucus racemosa,red elderberry,NA,highly preferred,NA,1,H130,2023-10-25
1085,2023-10-25T11:45:00Z,Charley Creek,BDAwest,BDA,no,H,130,CCWBCH130,PRHO,no,1,34,NA,Prosartes hookeri,Hooker's fairy bell,NA,NA,NA,1,H130,2023-10-25
1086,2023-10-25T11:45:00Z,Charley Creek,BDAwest,BDA,no,H,130,CCWBCH130,TOME,no,40,34,NA,Tolmiea menziesii,piggyback plant,NA,NA,NA,40,H130,2023-10-25
1087,2023-10-25T11:45:00Z,Charley Creek,BDAwest,BDA,no,H,130,CCWBCH130,MICA,no,15,34,NA,Mitellastra caulescens,mitrewort,NA,NA,NA,15,H130,2023-10-25
1088,2023-10-25T11:45:00Z,Charley Creek,BDAwest,BDA,no,H,130,CCWBCH130,DREX,no,3,34,NA,Dryopteris expansa,spreading wood fern,NA,NA,NA,3,H130,2023-10-25
1089,2023-10-25T11:45:00Z,Charley Creek,BDAwest,BDA,no,H,130,CCWBCH130,ADAL,no,1,34,NA,Adiantum aleuticum,maiden hair fern,NA,NA,NA,1,H130,2023-10-25
1090,2023-10-25T11:45:00Z,Charley Creek,BDAwest,BDA,no,H,130,CCWBCH130,CLUN,no,trace,34,NA,Clintonia uniflora,queens cups,NA,NA,NA,0.5,H130,2023-10-25
1091,2023-10-25T11:45:00Z,Charley Creek,BDAwest,BDA,no,H,130,CCWBCH130,CAXXSP,no,1,34,Carex leptopoda,Carex sp.,sedge species,NA,NA,NA,1,H130,2023-10-25
1092,2023-10-25T14:00:00Z,Charley Creek,BDAwest,BDA,yes,D,130,CCWBTD130,ABAM,no,15,35,NA,Abies amabilis,Pacific silver fir,tree,NA,NA,15,D130,2023-10-25
1093,2023-10-25T14:00:00Z,Charley Creek,BDAwest,BDA,yes,D,130,CCWBTD130,TSHE,no,1,35,trunk outside of plot,Tsuga heterophylla,western hemlock,tree,NA,NA,1,D130,2023-10-25
1094,2023-10-25T14:00:00Z,Charley Creek,BDAwest,BDA,yes,D,130,CCWBTD130,ATFE,no,10,35,NA,Athyrium filix-femina,lady fern,NA,NA,NA,10,D130,2023-10-25
1095,2023-10-25T14:00:00Z,Charley Creek,BDAwest,BDA,yes,D,130,CCWBTD130,CIAL,no,1,35,NA,Circaea alpina,alpine enchanter's nightshade,NA,NA,NA,1,D130,2023-10-25
1096,2023-10-25T14:00:00Z,Charley Creek,BDAwest,BDA,yes,D,130,CCWBTD130,GATR,no,2,35,NA,Galium triflorum,galium,NA,NA,NA,2,D130,2023-10-25
1097,2023-10-25T14:00:00Z,Charley Creek,BDAwest,BDA,yes,D,130,CCWBTD130,HYTE,no,1,35,NA,Hydrophyllum tenuipes,Pacific waterleaf,NA,NA,NA,1,D130,2023-10-25
1098,2023-10-25T14:00:00Z,Charley Creek,BDAwest,BDA,yes,D,130,CCWBTD130,MADI,no,1,35,NA,Maianthemum dilatatum,false lily of the valley,NA,NA,NA,1,D130,2023-10-25
1099,2023-10-25T14:00:00Z,Charley Creek,BDAwest,BDA,yes,D,130,CCWBTD130,MAST,no,2,35,NA,Maianthemum stellatum,star-flowered Solomon's seal,NA,NA,NA,2,D130,2023-10-25
1100,2023-10-25T14:00:00Z,Charley Creek,BDAwest,BDA,yes,D,130,CCWBTD130,OPHO,no,5,35,NA,Oplopanax horridus,devil's club,NA,NA,NA,5,D130,2023-10-25
1101,2023-10-25T14:00:00Z,Charley Creek,BDAwest,BDA,yes,D,130,CCWBTD130,POMU,no,30,35,NA,Polystichum munitum,sword fern,NA,NA,NA,30,D130,2023-10-25
1102,2023-10-25T14:00:00Z,Charley Creek,BDAwest,BDA,yes,D,130,CCWBTD130,RHME,no,1,35,NA,Rhododendron menziesii,false azalea or azalea,NA,NA,NA,1,D130,2023-10-25
1103,2023-10-25T14:00:00Z,Charley Creek,BDAwest,BDA,yes,D,130,CCWBTD130,RUSP,no,65,35,NA,Rubus spectabilis,salmonberry,NA,preferred,NA,65,D130,2023-10-25
1104,2023-10-25T14:00:00Z,Charley Creek,BDAwest,BDA,yes,D,130,CCWBTD130,TITR,no,3,35,NA,Tiarella trifoliata,foam flower,NA,NA,NA,3,D130,2023-10-25
1105,2023-10-25T14:00:00Z,Charley Creek,BDAwest,BDA,yes,D,130,CCWBTD130,VAPA,no,4,35,NA,Vaccinium parvifolium,red huckleberry,NA,NA,NA,4,D130,2023-10-25
1106,2023-10-25T14:00:00Z,Charley Creek,BDAwest,BDA,yes,D,130,CCWBTD130,VIXXSP,no,2,35,NA,Viola sp.,violet species,NA,NA,NA,2,D130,2023-10-25
1107,2023-10-25T14:00:00Z,Charley Creek,BDAwest,BDA,yes,D,130,CCWBTD130,RIBR,no,1,35,NA,Ribes bracteosum,stink currant,NA,NA,NA,1,D130,2023-10-25
1108,2023-10-25T14:00:00Z,Charley Creek,BDAwest,BDA,yes,D,130,CCWBTD130,SARA,no,8,35,NA,Sambucus racemosa,red elderberry,NA,highly preferred,NA,8,D130,2023-10-25
1109,2023-10-25T14:00:00Z,Charley Creek,BDAwest,BDA,yes,D,130,CCWBTD130,DREX,no,1,35,NA,Dryopteris expansa,spreading wood fern,NA,NA,NA,1,D130,2023-10-25
1110,2023-10-25T14:00:00Z,Charley Creek,BDAwest,BDA,yes,D,130,CCWBTD130,CAXXSP,no,1,35,Carex leptopoda,Carex sp.,sedge species,NA,NA,NA,1,D130,2023-10-25
1111,2023-10-25T14:00:00Z,Charley Creek,BDAwest,BDA,yes,D,130,CCWBTD130,MICA,no,2,35,NA,Mitellastra caulescens,mitrewort,NA,NA,NA,2,D130,2023-10-25
1112,2023-10-25T13:30:00Z,Charley Creek,BDAwest,BDA,yes,D,20,CCWBTD020,ABAM,no,55,36,NA,Abies amabilis,Pacific silver fir,tree,NA,NA,55,D020,2023-10-25
1113,2023-10-25T13:30:00Z,Charley Creek,BDAwest,BDA,yes,D,20,CCWBTD020,TSHE,no,2,36,NA,Tsuga heterophylla,western hemlock,tree,NA,NA,2,D020,2023-10-25
1114,2023-10-25T13:30:00Z,Charley Creek,BDAwest,BDA,yes,D,20,CCWBTD020,ATFE,no,10,36,NA,Athyrium filix-femina,lady fern,NA,NA,NA,10,D020,2023-10-25
1115,2023-10-25T13:30:00Z,Charley Creek,BDAwest,BDA,yes,D,20,CCWBTD020,MADI,no,1,36,NA,Maianthemum dilatatum,false lily of the valley,NA,NA,NA,1,D020,2023-10-25
1116,2023-10-25T13:30:00Z,Charley Creek,BDAwest,BDA,yes,D,20,CCWBTD020,MAST,no,1,36,NA,Maianthemum stellatum,star-flowered Solomon's seal,NA,NA,NA,1,D020,2023-10-25
1117,2023-10-25T13:30:00Z,Charley Creek,BDAwest,BDA,yes,D,20,CCWBTD020,OPHO,no,10,36,NA,Oplopanax horridus,devil's club,NA,NA,NA,10,D020,2023-10-25
1118,2023-10-25T13:30:00Z,Charley Creek,BDAwest,BDA,yes,D,20,CCWBTD020,POMU,no,2,36,NA,Polystichum munitum,sword fern,NA,NA,NA,2,D020,2023-10-25
1119,2023-10-25T13:30:00Z,Charley Creek,BDAwest,BDA,yes,D,20,CCWBTD020,RHME,no,2,36,NA,Rhododendron menziesii,false azalea or azalea,NA,NA,NA,2,D020,2023-10-25
1120,2023-10-25T13:30:00Z,Charley Creek,BDAwest,BDA,yes,D,20,CCWBTD020,RUSP,beaver,35,36,NA,Rubus spectabilis,salmonberry,NA,preferred,NA,35,D020,2023-10-25
1121,2023-10-25T13:30:00Z,Charley Creek,BDAwest,BDA,yes,D,20,CCWBTD020,STSP,no,3,36,NA,Struthiopteris spicant,deer fern,NA,NA,NA,3,D020,2023-10-25
1122,2023-10-25T13:30:00Z,Charley Creek,BDAwest,BDA,yes,D,20,CCWBTD020,TITR,no,10,36,NA,Tiarella trifoliata,foam flower,NA,NA,NA,10,D020,2023-10-25
1123,2023-10-25T13:30:00Z,Charley Creek,BDAwest,BDA,yes,D,20,CCWBTD020,PTAQ,no,10,36,NA,Pteridium aquilinum,bracken fern,NA,NA,NA,10,D020,2023-10-25
1124,2023-10-25T13:30:00Z,Charley Creek,BDAwest,BDA,yes,D,20,CCWBTD020,RIBR,no,trace,36,NA,Ribes bracteosum,stink currant,NA,NA,NA,0.5,D020,2023-10-25
1125,2023-10-25T13:30:00Z,Charley Creek,BDAwest,BDA,yes,D,20,CCWBTD020,TOME,no,45,36,NA,Tolmiea menziesii,piggyback plant,NA,NA,NA,45,D020,2023-10-25
1126,2023-10-25T13:30:00Z,Charley Creek,BDAwest,BDA,yes,D,20,CCWBTD020,CAXXSP,no,1,36,Carex leptopoda,Carex sp.,sedge species,NA,NA,NA,1,D020,2023-10-25
1127,2023-10-25T13:30:00Z,Charley Creek,BDAwest,BDA,yes,D,20,CCWBTD020,LYAM,no,1,36,NA,Lysichiton americanus,skunk cabbage,NA,NA,NA,1,D020,2023-10-25
1128,2023-10-25T13:30:00Z,Charley Creek,BDAwest,BDA,yes,D,20,CCWBTD020,COUN,no,15,36,NA,Cornus unalaschkensis,bunchberry,NA,NA,NA,15,D020,2023-10-25
1129,2023-10-25T13:30:00Z,Charley Creek,BDAwest,BDA,yes,D,20,CCWBTD020,DREX,no,2,36,NA,Dryopteris expansa,spreading wood fern,NA,NA,NA,2,D020,2023-10-25
1130,2023-10-25T13:30:00Z,Charley Creek,BDAwest,BDA,yes,D,20,CCWBTD020,RUPE,no,3,36,NA,Rubus pedatus,creeping raspberry,NA,NA,NA,3,D020,2023-10-25
1131,2023-10-25T13:30:00Z,Charley Creek,BDAwest,BDA,yes,D,20,CCWBTD020,SARA,no,1,36,NA,Sambucus racemosa,red elderberry,NA,highly preferred,NA,1,D020,2023-10-25
1132,2023-10-25T13:45:00Z,Charley Creek,BDAwest,BDA,yes,D,75,CCWBTD075,ABAM,no,70,36,NA,Abies amabilis,Pacific silver fir,tree,NA,NA,70,D075,2023-10-25
1133,2023-10-25T13:45:00Z,Charley Creek,BDAwest,BDA,yes,D,75,CCWBTD075,TSHE,no,2,36,NA,Tsuga heterophylla,western hemlock,tree,NA,NA,2,D075,2023-10-25
1134,2023-10-25T13:44:59Z,Charley Creek,BDAwest,BDA,yes,D,75,CCWBTD075,ATFE,no,5,36,NA,Athyrium filix-femina,lady fern,NA,NA,NA,5,D075,2023-10-25
1135,2023-10-25T13:44:59Z,Charley Creek,BDAwest,BDA,yes,D,75,CCWBTD075,GATR,no,2,36,NA,Galium triflorum,galium,NA,NA,NA,2,D075,2023-10-25
1136,2023-10-25T13:44:59Z,Charley Creek,BDAwest,BDA,yes,D,75,CCWBTD075,HYTE,no,4,36,NA,Hydrophyllum tenuipes,Pacific waterleaf,NA,NA,NA,4,D075,2023-10-25
1137,2023-10-25T13:44:59Z,Charley Creek,BDAwest,BDA,yes,D,75,CCWBTD075,MADI,no,1,36,NA,Maianthemum dilatatum,false lily of the valley,NA,NA,NA,1,D075,2023-10-25
1138,2023-10-25T13:44:59Z,Charley Creek,BDAwest,BDA,yes,D,75,CCWBTD075,MAST,no,5,36,NA,Maianthemum stellatum,star-flowered Solomon's seal,NA,NA,NA,5,D075,2023-10-25
1139,2023-10-25T13:44:59Z,Charley Creek,BDAwest,BDA,yes,D,75,CCWBTD075,OPHO,no,25,36,NA,Oplopanax horridus,devil's club,NA,NA,NA,25,D075,2023-10-25
1140,2023-10-25T13:44:59Z,Charley Creek,BDAwest,BDA,yes,D,75,CCWBTD075,POMU,no,25,36,NA,Polystichum munitum,sword fern,NA,NA,NA,25,D075,2023-10-25
1141,2023-10-25T13:44:59Z,Charley Creek,BDAwest,BDA,yes,D,75,CCWBTD075,RHME,no,1,36,NA,Rhododendron menziesii,false azalea or azalea,NA,NA,NA,1,D075,2023-10-25
1142,2023-10-25T13:44:59Z,Charley Creek,BDAwest,BDA,yes,D,75,CCWBTD075,RUSP,no,35,36,NA,Rubus spectabilis,salmonberry,NA,preferred,NA,35,D075,2023-10-25
1143,2023-10-25T13:44:59Z,Charley Creek,BDAwest,BDA,yes,D,75,CCWBTD075,STSP,no,2,36,NA,Struthiopteris spicant,deer fern,NA,NA,NA,2,D075,2023-10-25
